Business Name,Business Type,Address,Phone Number,Rating,Online Delivery,Website
Kimpton Angler's Hotel,"Hotels, Venues & Event Spaces, Cocktail Bars",660 Washington Ave,+13055349600,4,No,https://www.yelp.com/biz/kimpton-anglers-hotel-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Fuji Teriyaki,"Japanese, Sushi Bars",1604A Washington Ave,+13055388848,4,Yes,https://www.yelp.com/biz/fuji-teriyaki-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Bayfront Park,Parks,301 N Biscayne Blvd,+13053587550,4,No,https://www.yelp.com/biz/bayfront-park-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
El Cielo by Juan Manuel Barrientos,"Colombian, American (New), Desserts",31 SE 5th St,+13057558840,4,No,https://www.yelp.com/biz/el-cielo-by-juan-manuel-barrientos-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Spris Artisan Pizza,"Pizza, Italian, Vegetarian",3201 N Miami Ave,+13055760999,4,Yes,https://www.yelp.com/biz/spris-artisan-pizza-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Luca Osteria,Italian,116 Giralda Ave,+13053815097,4.5,No,https://www.yelp.com/biz/luca-osteria-coral-gables?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pura Vida - Design District,"Breakfast & Brunch, Wraps, Salad",3818 NE 1st Ave,,4,Yes,https://www.yelp.com/biz/pura-vida-design-district-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sérêvène,"French, Cocktail Bars, Japanese",1920 Collins Ave,+13058474000,4.5,Yes,https://www.yelp.com/biz/s%C3%A9r%C3%AAv%C3%A8ne-miami-beach-6?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
LUR,"Basque, Tapas/Small Plates",1601 Drexel Ave,,5,Yes,https://www.yelp.com/biz/lur-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
SugarDaddy Miami,"Ice Cream & Frozen Yogurt, Desserts, Bubble Tea",1375 NE Miami Ct,+17862063627,4.5,No,https://www.yelp.com/biz/sugardaddy-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Paperfish Sushi South Beach,"Izakaya, Sushi Bars",432 Española Way,+13056860579,4.5,Yes,https://www.yelp.com/biz/paperfish-sushi-south-beach-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Cachito Coffee & Bakery,"Breakfast & Brunch, Coffee & Tea, Bakeries",251 71st St,+17865425801,4.5,No,https://www.yelp.com/biz/cachito-coffee-and-bakery-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
COOP,"American (New), Breakfast & Brunch, Sandwiches",140 NE 39th St,+17865710556,4.5,Yes,https://www.yelp.com/biz/coop-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Mickey Burkes,"Cocktail Bars, Sports Bars, Burgers",1265 Washington Ave,+13057477505,4.5,Yes,https://www.yelp.com/biz/mickey-burkes-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Paul - Miami Beach,"Desserts, Bakeries, French",450 Lincoln Rd,+13055311200,3,Yes,https://www.yelp.com/biz/paul-miami-beach-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Roasters' N Toasters,"Delis, Breakfast & Brunch, Burgers",525 Arthur Godfrey Rd,+13055317691,3.5,Yes,https://www.yelp.com/biz/roasters-n-toasters-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Moshi Moshi - MiMo,"Sushi Bars, Ramen",7232 Biscayne Blvd,+18444666744,4,Yes,https://www.yelp.com/biz/moshi-moshi-mimo-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Mareva 1939,"Spanish, Tapas/Small Plates",1677 Collins Ave,+13055322311,4,Yes,https://www.yelp.com/biz/mareva-1939-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Blvd Baes,"Breakfast & Brunch, Steakhouses, Sandwiches",7244 Biscayne Blvd,+17866159661,4.5,Yes,https://www.yelp.com/biz/blvd-baes-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Crema Gourmet Espresso Bar - Miami,"Breakfast & Brunch, Coffee & Tea, Sandwiches",249 E Flagler St,+17863912607,4.5,No,https://www.yelp.com/biz/crema-gourmet-espresso-bar-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
E11EVEN,"Dance Clubs, Lounges",29 NE 11th St,+13058292911,3.5,No,https://www.yelp.com/biz/e11even-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Momi Ramen,"Asian Fusion, Ramen",5 SW 11th St,+17863912392,3,No,https://www.yelp.com/biz/momi-ramen-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Parrilla Liberty,"Argentine, Italian, American (Traditional)",1255 Washington Ave,+13055327599,4,Yes,https://www.yelp.com/biz/la-parrilla-liberty-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Sandwicherie - Wynwood,"Sandwiches, French, Juice Bars & Smoothies",169 NW 23rd St,+17864092390,4,Yes,https://www.yelp.com/biz/la-sandwicherie-wynwood-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Rakija Grill,"Cocktail Bars, Breakfast & Brunch, Modern European",139 NE 3rd Ave,+17868990118,4.5,Yes,https://www.yelp.com/biz/rakija-grill-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Ironside Pizza,"Pizza, Italian, Coffee & Tea",7580 NE 4th Ct,+13055315055,4,Yes,https://www.yelp.com/biz/ironside-pizza-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
D'Vine,"Lounges, Hookah Bars, Mediterranean",445 Lincoln Rd,+13056748525,3,Yes,https://www.yelp.com/biz/d-vine-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Layla,"Mediterranean, Cocktail Bars",2216 Park Ave,+18444631215,4,Yes,https://www.yelp.com/biz/layla-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
JOE & THE JUICE,"Juice Bars & Smoothies, Cafes, Coffee & Tea",1600 Collins Ave,,3.5,Yes,https://www.yelp.com/biz/joe-and-the-juice-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Katana,"Sushi Bars, Japanese",920 71st St,+13058640037,4,Yes,https://www.yelp.com/biz/katana-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Taquiza,"Tacos, Bars",7450 Ocean Ter,+17865884755,4.5,Yes,https://www.yelp.com/biz/taquiza-miami-beach-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Café Croissant,"Bakeries, French, Breakfast & Brunch",1684 Coral Way,+17867177212,4.5,Yes,https://www.yelp.com/biz/caf%C3%A9-croissant-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Fritanga Cana Brava,"Latin American, Nicaraguan",2795 NW 7th St,+13056430054,4.5,Yes,https://www.yelp.com/biz/fritanga-cana-brava-miami-5?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Xixón Spanish Restaurant,"Spanish, Tapas/Small Plates, Wine Bars",2101 SW 22nd St,+13058549350,4,Yes,https://www.yelp.com/biz/xix%C3%B3n-spanish-restaurant-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Crema Gourmet Espresso Bar - Miami Beach,"Breakfast & Brunch, Coffee & Tea, Sandwiches",3400 Collins Ave,+17866306653,4.5,Yes,https://www.yelp.com/biz/crema-gourmet-espresso-bar-miami-beach-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
El Cristo Restaurant,Cuban,1543 SW 8th St,+13056439992,4,Yes,https://www.yelp.com/biz/el-cristo-restaurant-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
305 Peruvian Modern Cuisine,"Peruvian, Sushi Bars, Latin American",261 SW 8th St,+17864097144,4.5,Yes,https://www.yelp.com/biz/305-peruvian-modern-cuisine-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Wabi Sabi - Miami,"Sushi Bars, Japanese",851 NE 79th St,+13058907228,4.5,Yes,https://www.yelp.com/biz/wabi-sabi-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Le Bouchon Du Grove,French,3430 Main Hwy,+13054486060,4,Yes,https://www.yelp.com/biz/le-bouchon-du-grove-coconut-grove?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
House of Food Porn,"Sushi Bars, Asian Fusion, Wine Bars",197 NW 62nd St,+13057880137,5,No,https://www.yelp.com/biz/house-of-food-porn-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Raccoon Coffee,"Coffee & Tea, Food Trucks",609 Brickell Ave,+17864680469,4.5,Yes,https://www.yelp.com/biz/raccoon-coffee-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Tutto Pizza,"Pizza, Italian, Burgers",1763 SW 3rd Ave,+13058580909,4,Yes,https://www.yelp.com/biz/tutto-pizza-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Aficionados Liquor Store Gastrobar,Bars,1200 Brickell Bay Dr,+17864276166,4,Yes,https://www.yelp.com/biz/aficionados-liquor-store-gastrobar-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pinolandia,"Latin American, Nicaraguan",119 NW 12th Ave,+13053258663,4,Yes,https://www.yelp.com/biz/pinolandia-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Petralunga,"Pizza, Cocktail Bars, Mediterranean",7601 E Treasure Dr,+13053978676,4.5,No,https://www.yelp.com/biz/petralunga-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Krispy Krunchy Chicken,"Fast Food, Chicken Wings",1359 Washington Ave,+13055388355,4,Yes,https://www.yelp.com/biz/krispy-krunchy-chicken-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Bolay,American (New),801 Brickell Ave,+17867853080,4.5,No,https://www.yelp.com/biz/bolay-miami-8?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Meraki Gyro & Bakery,"Greek, Mediterranean, Bakeries",919 Alton Rd,+17865362564,4.5,No,https://www.yelp.com/biz/meraki-gyro-and-bakery-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Chick'nCone Wynwood,"Fast Food, Chicken Shop, Chicken Wings",2039 NW 1st Pl,+17869994561,4.5,Yes,https://www.yelp.com/biz/chickncone-wynwood-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Rice Mediterranean Kitchen,"Mediterranean, Persian/Iranian",50 SW 10th St,+13057559588,3.5,Yes,https://www.yelp.com/biz/rice-mediterranean-kitchen-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
"KYU, Miami",Asian Fusion,251 NW 25th St,+17865770150,4.5,Yes,https://www.yelp.com/biz/kyu-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Baires Grill Miami Beach,"Argentine, Steakhouses, Bars",2200 Collins Ave,+13057638342,4.5,No,https://www.yelp.com/biz/baires-grill-miami-beach-miami-beach-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Cañita,"Cuban, Latin American, Cocktail Bars",401 Biscayne Blvd,+17864838861,4,No,https://www.yelp.com/biz/la-ca%C3%B1ita-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Veterans of Foreign Wars Post 3559,"Dive Bars, Veterans Organizations",650 West Ave,+13056721990,4,No,https://www.yelp.com/biz/veterans-of-foreign-wars-post-3559-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
107 Taste Brickell,"Japanese, Asian Fusion, Noodles",1190 SW 2nd Ave,+17862547205,4.5,No,https://www.yelp.com/biz/107-taste-brickell-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Natural Chicken Grill,"Chicken Shop, Comfort Food",275 NE 18th St,+13053778400,4,Yes,https://www.yelp.com/biz/natural-chicken-grill-miami-22?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Twist,"Dance Clubs, Gay Bars",1057 Washington Ave,+13055389478,3,No,https://www.yelp.com/biz/twist-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Frenchie's,French,2618 Galiano St,+13054424554,4.5,Yes,https://www.yelp.com/biz/frenchies-coral-gables?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Dogma Grill,"Hot Dogs, American (Traditional)",7030 Biscayne Blvd,+13057593433,4,Yes,https://www.yelp.com/biz/dogma-grill-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Jardim de Portugal,"Portuguese, Seafood, Mediterranean",2750 SW 26th Ave,+17863322445,4.5,Yes,https://www.yelp.com/biz/jardim-de-portugal-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Call Me Cuban,"Cuban, Breakfast & Brunch",1300 Ocean Dr,+13055329822,4.5,No,https://www.yelp.com/biz/call-me-cuban-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Jimmy's Eastside Diner,"Diners, American (Traditional), Breakfast & Brunch",7201 Biscayne Blvd,+13057543692,4,Yes,https://www.yelp.com/biz/jimmys-eastside-diner-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Whiskey Joe's Bar & Grill - Miami,"American (New), Seafood, Beer Bar",3301 Rickenbacker Cswy,+13054236590,3.5,Yes,https://www.yelp.com/biz/whiskey-joes-bar-and-grill-miami-key-biscayne-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sushiato - Brickell,Sushi Bars,26 SW 8th St,+17865366184,4,Yes,https://www.yelp.com/biz/sushiato-brickell-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Citadel,"Food Court, Cocktail Bars, Venues & Event Spaces",8300 NE 2nd Ave,+13059083849,4,No,https://www.yelp.com/biz/the-citadel-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
True Baristas Coffee,"Coffee & Tea, Food Trucks",1300 Brickell Ave,+13052042798,4.5,No,https://www.yelp.com/biz/true-baristas-coffee-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
La Granja,"Peruvian, Seafood",127 SE 2nd Ave,+13054164142,3.5,Yes,https://www.yelp.com/biz/la-granja-miami-4?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pita Pockets,"Mediterranean, Vegetarian",180 Crandon Boulevard,+17867622561,4.5,Yes,https://www.yelp.com/biz/pita-pockets-key-biscayne?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Naomi's Garden Restaurant & Lounge,"Haitian, Seafood",650 NW 71st St,+13054564715,4,Yes,https://www.yelp.com/biz/naomis-garden-restaurant-and-lounge-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
'O Munaciello,"Pizza, Italian",6425 Biscayne Blvd,+17869074000,4.5,Yes,https://www.yelp.com/biz/o-munaciello-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
KITH Treats,Ice Cream & Frozen Yogurt,1931 Collins Ave,+17866361800,3.5,Yes,https://www.yelp.com/biz/kith-treats-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Sawaddee,"Sushi Bars, Thai",6968 Bay Dr,+13058668111,4,Yes,https://www.yelp.com/biz/sawaddee-miami-beach-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Itamae,"Japanese, Peruvian",140 NE 39th St,,4.5,No,https://www.yelp.com/biz/itamae-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Hiden,"Japanese, Sushi Bars",313 NW 25th St,,4.5,Yes,https://www.yelp.com/biz/hiden-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Victory Restaurant & Lounge,"Breakfast & Brunch, Lounges, Seafood",3252 NE 1st Ave,+13058771371,3.5,Yes,https://www.yelp.com/biz/victory-restaurant-and-lounge-miami-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Primos Italian Restaurant,Italian,1717 N Bayshore Dr,+13053719055,3.5,No,https://www.yelp.com/biz/primos-italian-restaurant-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Pincho,"Burgers, Latin American, American (New)",30 Giralda Ave,+13054465666,4,Yes,https://www.yelp.com/biz/pincho-coral-gables-2?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Magdoos,Lebanese,30 NW 34th St,+17867038155,4.5,Yes,https://www.yelp.com/biz/magdoos-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Margaret Pace Dog Park,Dog Parks,1745 N Bayshore Dr,,4,No,https://www.yelp.com/biz/margaret-pace-dog-park-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Issabella's,"Bars, Mediterranean, Tapas/Small Plates",1022 Lincoln Rd,+13052406632,4.5,No,https://www.yelp.com/biz/issabellas-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Uptown 66 Taqueria,Mexican,6600 Biscayne Blvd,+13059607117,4.5,Yes,https://www.yelp.com/biz/uptown-66-taqueria-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Old Lisbon Restaurants - Miami,"Portuguese, Seafood, Mediterranean",1698 SW 22nd St,+13058540039,4,Yes,https://www.yelp.com/biz/old-lisbon-restaurants-miami-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
Juanchi's Burger,Burgers,1247 Coral Way,+17863602457,4,Yes,https://www.yelp.com/biz/juanchis-burger-miami?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
The Egg Spot,"Breakfast & Brunch, Burgers, Coffee & Tea",228 SE 1st St,+17868038329,3.5,No,https://www.yelp.com/biz/the-egg-spot-miami-3?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
South Pointe Tavern,"American (Traditional), Cocktail Bars, Breakfast & Brunch",40 S Pointe Dr 109,+13057638368,4,Yes,https://www.yelp.com/biz/south-pointe-tavern-miami-beach?adjust_creative=6mX2moZnkZ3kG6am3lzKMg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6mX2moZnkZ3kG6am3lzKMg
